Headline,Publication,DateTime,Link,Category,Ideology
"drc receives first donation of 100,000 mpox vaccines to contain outbreak",The Guardian,2024-09-06 16:00:00+00:00,https://news.google.com/read/CBMi4gFBVV95cUxNUWViNHRTaTFtRTRJempNc2g4VjRfRUt6UXdmLXRqRXZhQXM1VFNvWkxXRGRDaXVyY0FhdWVLYmctcW42VnpKR2J2dzAzTVVlSE5xZ1ZKdFRFUUYxV1JUZ21jTEpUamtlYThiTkxqWUxhRThuM3lVYXhuYXFlMGNENUt0c3RESVhUdnQ1QW5rSU1Ua3JnZUFCVzl5ZGM3Rk5OQ3JDTlg4YUdNMFBPVHFsd3R5S2p3eHJiTzdGaU1YT1EtLU1HM1pBS1VPOWI0SlM3NjhHY0FpTS04V2E1UjV3NFJB?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
cdc says mpox vaccine boosters aren’t needed in the us as questions emerge around waning immunity,CNN,2024-09-13 11:11:00+00:00,https://news.google.com/read/CBMiigFBVV95cUxQS2g1TnhtaVE5TGZ1YUJsVkNFTElaOVBsWDFMVGlacEdTWVdKOE5WbjNJLXpHYURKNVdsVVNNVWJxeUhsXzFuaTZma0NTclNLOFNhNHhTeXBzRTlpVjBRbHBaMmU3RHc2ODNJaDc5aVpnMk95Zi1HTUZlWUJMWWtjNnI5SXJBTE5VX0HSAYABQVVfeXFMTUdqQm9heVNzeWFUT3JsYnQ4Z3c2ODZuRVhjZmVhWEpiZl83Q0hDMjBKLVJydi1zeXRFWUZ3bTZnMHZGTmxPM3ZGNk1VUmpoZy02REJ6Ql9HLWVjZHpNMXBPalBaaENaLTVTbVBaN3pISWY0WWFzZGE1V2xoTlhXNUE?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"w.h.o. authorizes mpox vaccine, clearing way for use in africa",New York Times,2024-09-13 23:05:03+00:00,https://news.google.com/read/CBMijgFBVV95cUxNcm1ObVY5c1NPMm9ZdndBLTcyVDk5UGZsbEJYTHhpYzN4V3NYUUVVLThTZUJZY3pFemxOZG15VjNTbFFJM0YtRzZ2QXl1ZUNGMFVNUWlJdWVqRmZUR1VlbFFxRk9OUFo2b3lDYktMUU5EQlBKb0VLN1BzYWI1N1djaW9QdzFuQ3RhQ1NnYVVn?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
only half of americans plan to get covid or flu vaccinations this year – study,The Guardian,2024-09-14 17:56:00+00:00,https://news.google.com/read/CBMilAFBVV95cUxQNjZGSTliYVRBaENwaWRXS0xEcVllb2FXdU5MMDVIVW5yYjJTNFZLUVV1MXpkeW82UVVrelpULVUtMGdZUV9vYjNHX2ZpWXpuemY0Rzk1NkRXNEZoTUctcmpWWGxFa1hyMTducGh4LUdCOEZxNEY3QzFaS19EU1dia0NqVThSbmR1bHNrOXJfRGFoalZE0gGUAUFVX3lxTE90eWhSNzVYdGJfUVBsSWowQktqMFp0Sk8yaWRQR1NjNEVjTm8xS21lN1JWSVdRcTgtaFd2VHdYZWhoeEdfTzkzTFpHeWhDbzVzNFR3N1FpdlJmNkJ2cTdMNzNfTV9vSFRfNkota00xMmo2YUdwTHEweEh3a25pMGg2eHlDOGFSMk1jNEdabmNxb1Z6OTA?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
what to know about the vaccines available this respiratory virus season,CNN,2024-09-16 10:30:00+00:00,https://news.google.com/read/CBMif0FVX3lxTE5SSWlCb25MYUdBZUl1cklrUlNNdm43VDFNTTlBRUZmM042Y0d6ckNWZGxHTS01aldqNFhEcFRRWWJCWGZua1hVQ3ltSmRNRk5yTzRJaU1kd01hQW9CRUFxcGxZTzNpRnp2N0VBMU1WbnFHR2xleVFmVmowdFI4RDjSAXZBVV95cUxNMXZEbG5UeXRDUTVHY1l4MWVzd241VGt2cmJRalRNaDYzNWc1YjlSSm1LRVA1alNfMEVhbWNiekhlbTdVT3VXLVhHSEVoZC1uRVdmRkRLa2xoX2lJQkdOaGI1RTBXSXNjNUlRbTBTcDlVcTFFeS13?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"uk orders 150,000 mpox vaccine doses amid spread of new strain in africa",The Guardian,2024-09-16 20:18:00+00:00,https://news.google.com/read/CBMimAFBVV95cUxPLU5JUG91VmpTQ1prd0tJc0ZtZWFab2ZpbWMwQmw0MnVxMkpVb2tmLUUxaWk1LU0yWlpUYXdrZ0lQc1BibHZ0VjJEQWxnM0ZXNldYckZkdU50b2JFeU5QTEYwQkNuaHR3YWVoZGNWZEJYU2VrQWV4Szcyc2h3dWo3aFAyM3VWclhyZXQ1Yl90SDQ2ZEQtcC1qNdIBmAFBVV95cUxQa1pBNjFTWVk5c0Q5b05ackYwSEctREpVYnNJa3F5dVV0ak1KcjcyRlh3bmowOG5JS3F0bDBUcnQ2MnRnREpONEJ5aGh3aUtsM3l5OTRKM19mSzhjR29WdlBENTRmMTJtaDVBOVRHYkRwSk9obGhnZzhPVnhDTmxJRWVlaHNCUGZudnhEY3VKWWxPUWd0RXVZOA?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
'vaccine fatigue' blamed as roughly half of people in us will skip covid and flu shots this year,FOX,2024-09-16 20:35:00+00:00,https://news.google.com/read/CBMingFBVV95cUxNMGFQVkFjaXFqdV9CcXpwR2RkbGhyQmNKMEZaYV9rbGRieHlseEN0NlVJNnZ2OVh0NVdxaWlpRDJxYzk4RU02Q3hJeXdvM1ZmcWVDNk54a2I4SFZlXzlUZXVDZm1XdXpmRVdsSWhOWmlNejRQZFN2SVZyUjhkSVIxOUNsdEhZQmlQWWszZlVWZkl3VE93NzQxTnd5ejd4Z9IBowFBVV95cUxNVDF3RGQydGlFNGNySEZkTUZiY0V1Njl4SDNHSDk2S1ZFbk5DWUxELUs2VTlFVFJIMWY4bWlxUnhZR2I2Q1JHaUs5bXRYeWstRmtNWXBQRks4WUVkV0c3MDA3VGRYUm8yRTg5Qnl0V3VSODJXVDlVSWFad0E4YU13UjJGZ2FvU1dHVVZCcEJlVWdpYVQ1Y2ZycWtodXpZTU5nb21F?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
global alliance buys half a million mpox vaccines for africa,The Guardian,2024-09-18 13:30:00+00:00,https://news.google.com/read/CBMiuwFBVV95cUxQS3BpNGpXTWNNTklJVzA3WWZJQ3NaU0hsWWxmNGF6VGs3Vjlqb3RtM3huU2tmZDNLMUNlYW4xQ0l0bmxKdE1nRWZqX3lTVncxSE5Ea3g0SHFybm11cUFsSHJmTFdfMVYyYVFjNF9ORkZtWUJ6UXR4ekVZZXREU194SldpblBKM2RuVHpaaEpQQWVjVjRSQnkwVFZUNHVvSHpNUFFiZ0VUYnV6OVViM3htblp0US1QLWVZMFk00gG7AUFVX3lxTE9TOU5OSjlNSGhXbkNQOEpwak4wXzE2M0Y3OWFLSVc0MVp2dXNjWksxdWJzTHpPdHZzb09wTTlvRzZfaEgzQXZpOG5KdXc2c2RfbU5xQlU4d19qcVlVYzZFNVAtb0gyWGo1WmNhZ1FyY04zOUQyN0tQOXVmVmRyeXJLSGhjb2tIdFVhMENrbU4zZUZxcklIeVNHcWo0YVpoWEdLQXljUno4TjFsMzhibGdEVjh4ZDBMVDhOV1k?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
flu shot scheduling: when is the best time to get the vaccine?,FOX,2024-09-18 19:20:00+00:00,https://news.google.com/read/CBMigwFBVV95cUxQZ0YzV1c3bVB2V21rMWlQZW51MnhqbGhQUkp1elptaHB1cnpfZWlEbmJIRjdXVzg1c0tNcC0tcXAyVnB0bEo4bkZ6SnVqMVNFVURZZVdUXzdfT3J2ejlhVUFOeFBDaDFreGpKYkdUVzA1bGk3RmMxZFFwQjVnVDNyV29sc9IBiAFBVV95cUxOQkhPRmRiejEtU2tPRV82OGRadWp2Nzllc3pYWVZWcWdKNkVSTnU4NXNkSEp4LTB3TDlubVJHLW42allRSmRnODRzTXN2TEM0WnkwUGVyWURxWUZZekZjdjFsd1dMaTNHRHdSVVFSbWJkQ3V5SDJQcnB1V3BaNHZtdzJBTlVZX21B?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
whooping cough cases are soaring. can infecting people help test a better vaccine?,CNN,2024-09-20 22:10:00+00:00,https://news.google.com/read/CBMimAFBVV95cUxPWlFHcmJwTVpaUzN4Yk45QVJaMUhVTDltZFhsWFZfbWt0aFJJY2lPeEpjYVh3OHR3RndaUnA1UW5wWE9JRlNkMVZMWU9WOUo1QVhsaUtKZ05iZmNDeGc3OTBab3IzeG9BVDY2NUJ5Z1d1elFjLUxXOXdzMk1yaGcteWgtbnB4TjI4ZjlROFBNTnBkdlZVSnplatIBjwFBVV95cUxQNmJFaFpleHl5SUpJaHN0WGNSQW1kdEhsaHg4TS1xckxOcHRFRGFWVWRqbTlvS1NJclRsZmdITmUwR21BXzVkX3F1c3l5VzB0ZTAxNzd3R0V4Q2EwY2xaUDFYS0pOMVFzS0t5SmZOVzZPZXFXS183U05qdjdvU0dVSHAyaExXVzdPWExMSUp0QQ?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
nasal spray flu vaccine gets fda approval for home use: ‘a good alternative’,FOX,2024-09-23 19:39:00+00:00,https://news.google.com/read/CBMinwFBVV95cUxQVElZOXI3NUFMYy1QRGktMlBaM0RieUR5WldlWDk4WDAxNWFnVmtyX0lOdnpsMGo4LXFkZ083RVpOZDZaMWJBNUlSM0J4LUtJNjgtTXhSaXJvVlhleXhmdWc2dXItbWRkaU1oUzEyTVVKdHlVNGh4ZVloN1hXOUYwM3ZtUFhTMml6RjJjY3FVYmtmNTlvT1RqY0hkb3hWNVnSAaQBQVVfeXFMT09WaHkxN1FLNFIyY1VrRkxtU3AtbktBVmRnY3RxelRmR0FuZEI1c0MyRC1XZXFXUVhYV0pVQlJJMjZPRG9ZMktpUmFiZUtRbHp5MXk5LXhJMm9SVElXTDlIWVczb3JsSERudXAxVW5XVWdMbDJfQXZVdWtVOEJIVFd0UVA3bEQ1RVZlTllqQm1HUGZPcE4xZnB5b3g5LW10M0tqUlI?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
race to combat mpox misinformation as vaccine rollout in drc begins,The Guardian,2024-09-26 10:07:00+00:00,https://news.google.com/read/CBMi4gFBVV95cUxOdG9UaTJfbGZvb0FWOEx5NEUxOC1Fb2NjbjF1QktzUHEtcW12RktsdlJZZ3JEUzB0OEUwOGswOXF3TUs4Z21FSmVLTXpMbk9USEVDeXlMdy14cDhKLTN6V19RRTVfWEVKZm9yNlB0TU1CWnNXSnNvZ2kxamh1ekJGTjVkVlZ6YlZuZTFjeTkzdmFmbjMxY1lVQWJ5ck1iZ25EMUdDV2w3cWlJdE10TXlKQ25oSHlMcHZpdGpQZkZVZ0RFVENINGR6T0ZqLWdOV2kwYkZUcnRUUWxGc3cyc21YVXB30gHiAUFVX3lxTE9hRmNMSmIycUlEZkZTbHhZaDNNeXBFaXlrc1RVblFfSTY5eWozU0lEZ0xUZ09FYS10Vm1tUmdVWVFnSnk4VUtvblo0b2tmSkJvSmFCRXcxWGNHRnJkUE5rTHZqa1VUZkt6c1JZbk5XeGdoRWd4TjJaVHh5M0Ytb1BBbExCWm45VFMyM1I3QWRySlRVc2NDX3ZEM2d4RVl4Z3c3QXdCLUR0WlptTFBRM3UwNUhaQlRyZ0kyZ0ItUl9jejdub3VHSC1fbmNQSjJEVVFfU1ZOZlpHWHNqM0g2bmswbmc?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
new r.s.v. vaccines had limited takers last year. will this year be better?,New York Times,2024-09-27 09:01:33+00:00,https://news.google.com/read/CBMiekFVX3lxTE53TzZNOVMwcnZJMENFZXl1OHB3cTE3Y3lPVzZGbEJqZy1KbXM2NXhLcFdkZjNlQkRJdndMOGlPd3BMbWp5NjJ1RU9wQkVqTWFUQUZiYWpYUDNhTXFoeG9Tbm9IUTV0V2ozdFo4RjdoTGdfaGRMaUQ4MDlR?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"required vaccine coverage among us kindergartners dips again, new cdc data shows",CNN,2024-10-02 20:39:00+00:00,https://news.google.com/read/CBMiqAFBVV95cUxObjdHTHoyYVRtT1hwWGhKX01JZER5bWVfbEt4WlNRU3hrbnJGOGN0ZTlsVlQ5ZmpWaUxPQjlkaGc0TzZLcHNXamhCUDh0RVRDQmhub3pmQWZsdUN6VldIRXR5SlVRYl9NOHhvTjg2cDVsanJkM3NZc1VaaWlsMklLSG1mcmJLMzdENTJfelRtd3NtWlYwRXE5dkVNRXVuNDZDZTZNbmt3R2rSAZ8BQVVfeXFMUHBkU0lRY0gxQXotQWJsV3Y1ZTVYczNFdE1PQjgxWVI1NGZtZ3lYT3dDaWtPLWZDZFptNUp1S2VqQW55dHFiODN4dmh0Y0RndWNCMjhzLTBzZk80TGt1cUE5eVlkX0ZyenhSRjFEemxQdDdldmVXb3g2V3ZQdnY5Zm1FcUs3SHlPY1hnM0ExNXhHRHdDLTl5RVljcXlCRFNN?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
mpox vaccination begins in drc after 859 die this year,The Guardian,2024-10-05 19:03:00+00:00,https://news.google.com/read/CBMirwFBVV95cUxNdG5sdzJyYlV1OWpzX0xVSVR4aXFrV3ZJT1E3Z2JmVWRLXzRQT3UxX1BNSEtXV09OZDhnMVdla2tzbUplZWNrWjAyQUxiMkM1NFoxZ0tMTWdwNERMa1Z5akZnUlBmR0pUQ1dCSUNjLUpmZjdGRnZVRDRzVXl2cjN0ZW5UUTQtZXR0U2IwcUZJUGFGaUxLZGoyN0ExTGpKMWpIcTRNem1QazNXaG1wM0g00gGvAUFVX3lxTFBmeUtqdTc4eG8wZ2RFUkdLSWpnQ2ZfcWppdURrLUVWbjdZc1BWTXU3bW1pNFVxSmY1OFI3NlpzaFRkaXZXMzVqS0p2dHVlS1lJaXZXZmU0N2thU3dsdHVoRnkxN1lKTU1XaTR5QXNtVGdrOE1pUGo2cXdFcnltbkZ0eXRfMnlSYUFLbjRNVTJUSEtrcFI2SkJ4V2ZLWWNueXZ5Rl9faW1jbUpRWm0xTWM?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
"vaccine exemptions are rising among kindergarteners, cdc reports",FOX,2024-10-07 21:20:00+00:00,https://news.google.com/read/CBMijAFBVV95cUxOWU0tZHAySEZoMXA3cmlhT21vVDlhRVpXc1kwSXBTcnNNVEF0THlMTGEteXBfOHB6czF5WWJ2MmxDMHViMnpCbmxOWG9CYllVY2ZSZUx3ODJqcTA1R1FLVjFtWkIxaUFqRnJZQTNqYmFwdkpzMW9LaVRob2ZkeFlsc0xZVVVhMlk5TmJ1NdIBkgFBVV95cUxPaVJMLUxQNW9nVlZ1V2lrM21JX01rVERvVDY5ekZaNDRYZ2g1bjRVZzlKRHJyQ1BRSkVzTWNaRlNoMFBvbnhHSlc4LUhxZmVWMmhlUktIa2tjNmE2LXllUEU1RTJNMnoxQjV6UFpnV2U5SGR5RnZEdnFnRTdubXI1WmhOX0ZUdGkxOGVIaEZ5R2YtQQ?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
vaccines for flu and covid: should you get both at the same time?,FOX,2024-10-23 18:52:00+00:00,https://news.google.com/read/CBMihgFBVV95cUxOWjBYdWQtRi1qVmtNeGp0Ul95MTBMN0VzVkxQd21Gak9oWGJyU3ZWN0EtUXFlNlNYZk5ScEEwNnVSYm9YNmFjam55RHBLRjJ3NlU3RHR5MFgteDNXazNsVXB1LUk4UHZTWUw0TXA2ZmNBTHVKb2RZNERBaWkyZlJJbG5HbGEtd9IBiwFBVV95cUxNSVBRSV9OMmVUSE9CYkxpSWt1bWNzMWR1VlRwR0JMZkxwMUJ5dE52cDEyNHFuX0M4R2NWTVo3aEVWLWgzRkx4YVlxZHBjQXpMcFFyQ0pDLVJiaENqY3AyVE55ZFdMSl9KVDhYS3BuZmtmVEY5T080cGdmTWIzMU1rYnU0dkpueDhlYVpz?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
c.d.c. expands covid vaccine recommendations,New York Times,2024-10-24 07:00:00+00:00,https://news.google.com/read/CBMihAFBVV95cUxOaVRub1VZdlNYRElzekdHWXk5YklVZ1RNZURjLWtRSWhScHpCcGRaczlDMU5WME9pVTl3SkZxNE1vdHN2cjFtWVRIOTFvdDkxOERSd0NMcU4wT09qdnRObE0xZ0xzd0NRUURVV2duTzZyN0NrcjBaN0Rlem5HVURURERlbnU?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
c.d.c. now recommends pneumonia vaccine for adults 50 and up,New York Times,2024-10-25 14:45:19+00:00,https://news.google.com/read/CBMiekFVX3lxTFB6aHRTLVBkNnQwS0FsVjJDYWJKUTZsT2x2Z0JUcWJlTG9RbnluZU9yakNrY01uNE9lb21VVWY3Y01DU0EzMEtPNFdUN1prdVVZdDZLUW5FaVZwMzhNaENMRWlITF9qTlk3ZDFWMkVGQkw5NWw1clRfYXZR?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
c.d.c. lowers age to get vaccine against pneumonia,New York Times,2024-10-25 14:45:19+00:00,https://news.google.com/read/CBMiekFVX3lxTFB6aHRTLVBkNnQwS0FsVjJDYWJKUTZsT2x2Z0JUcWJlTG9RbnluZU9yakNrY01uNE9lb21VVWY3Y01DU0EzMEtPNFdUN1prdVVZdDZLUW5FaVZwMzhNaENMRWlITF9qTlk3ZDFWMkVGQkw5NWw1clRfYXZR?hl=en-US&gl=US&ceid=US%3Aen,Health,Liberal
my baby died from victorian-era disease as vaccination rates for the illness plummet in us,Daily Mail,2024-10-29 21:40:14+00:00,https://news.google.com/read/CBMiuAFBVV95cUxONFVkMEFXQkFDVGFsTWRsbWVTZU9XZWdRNWtLNlhzalZZODJZWXVpT1p6R3BYdm1rR2U0X2pHaWs2VUNkdXphWEhpNzFxbnlxZ0gxUVpvV255U2I5U2RtQ0FIVTBUUl9uMFBBeGtOQXBvV2ctdjRpVjE3TDBWWXpzbDFycl9KWkJleXlscFV4ejVScm1lQ2dmd3RQM2MyZkNtei1Rb1E0TEg0ZU1Dck5xdDcyaU1RUnR30gG-AUFVX3lxTE55OUNWU2YzTXhid3E4Y2J1OGJVdk1zQ3dsbHNhMVlxcWY5UkR5NmJZT243NmNUTnNpaHpLYzdSdm5NOUNzLV9iS1Y1R1Z2akw5d044R1FiUUFsUFc0a0h4Y2k3QTliSVNGTk9OcEtIS1Q3OU1BVk5fazlWZkFiVUdNUWJ1dkRIazNTMkVKVlFvZjZRMDVGUjctYVRZTUFQYVJDZXRNeVRrb1BXQl9DdUoxR0daTGxkZ2lVWW00SGc?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
"anyone over 50 should be getting these 5 vaccines, doctors say",FOX,2024-11-01 14:00:00+00:00,https://news.google.com/read/CBMiiAFBVV95cUxPck5xN1lHRW1tREVZUTdBZHlLbXBWXzRXdG1xSnI0S09Nb1BLZ095YTVILXYtM05Ha2tsWHlfZ21EZWRHbmg1NU95RFVaMmp4Nzl0dVdPNWpNYUhXYmcxY2xnT2tIZE4zR1U5bzRzUThJQW9sZWZ6c3BVRXQwWHVrOXgxQnRzeXdY0gGOAUFVX3lxTE1rSVp5anhrUmVUZnlUWmVhMTk4elZhbC14V2NKaUNjN0J2dThESFFXV29vVHhyUVo4X0VKaWlSNUM2cXNDNU5PcXhhbWZzelktOU1MX003V3ktWXg3THNhU3pmbTBnU3FPSjNmUVhLd0JXMFN4MTVyYmdlbkprR2tjN2YtRU1xMmhyY0ZLWkE?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
shocking number of americans who got a covid booster vaccine revealed,Daily Mail,2024-11-22 22:07:37+00:00,https://news.google.com/read/CBMijgFBVV95cUxNOXJERThPRGY0VExoSUpMQXNFcVhkTlZaOFF1RFhvVm1mM1AtZ0g5VVMyc09nd1U1RDVLUzZiM1lOT2w5eGtqbXhfemhNNG1FVHZQZVJweE5oWndkbThQT3dRNUxhNUQ1UHg3Z0xobllXOUl4RVBKNFBrM3F1MzZuWnhqd2xYaHE4eXVoY2dB0gGTAUFVX3lxTE8zQXViTHpjOGFIdWN6UlFfMVpDT2w4S2ZkVWVrcFp1SVpOdkxpajdVM2FOYjgxTmRudW96QU9JQnVWbFZVRktQX05RaHBaQTZfbWdOd1VtZzdXUlRJS2UtdWotTUZCOGJ0OEppcmZlOEJrS0xUamNlTk5pd2Q5RFhnc1NKVndzT0Z3VWlHQlhQSF9QOA?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
"flu vaccination rates ‘concerningly’ low among us kids, health officials warn",FOX,2024-12-12 22:02:00+00:00,https://news.google.com/read/CBMioAFBVV95cUxNbVhCZWs2aGtyZklnNHhxRW5DOEFwV0llOGJRcmgxcFo1R045d09ldEFNZWVzdzFxTG8tT1ZUVUlHdTNXdWZwWjNRcFBQNmJMTUVTaTNIUk9VNXB1TV9MdmNmcDY0RE1oQnpaLWlzd1g2V094dVJmSUpEbUQ4OGdYVTc1cHEwVWlDMjZSbXh1aXQtbTFKaDBwYVB5ZHliQUh00gGmAUFVX3lxTE5RVHMxR292OGZhVkdVX21sOVJQU1ZxdjlPTnNjXy14UmhFLUZKWmFiZFJqWXl3MFdzaFNBVk9FWGl1dHo0ZWFxa3V5TzBwcG8wbWxaOVZQUFBpUDdHMDJESlZNVklOeU80S1NBRW9rWHotUUNOQzdGcW5IWWZWeUlvckxjWW9oRVhwM3NhQU9nRFBMdHUya0tWRlN5Z0lRMGJyV0lqNFE?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
russia says it's developed a cancer vaccine and will launch it for free,Daily Mail,2024-12-16 21:24:17+00:00,https://news.google.com/read/CBMipgFBVV95cUxObUZJQkJGcHFvaXNVZHE3R05QdEZKS2pGanlBVjRfVW1BRExxSWwzQzJQU3V6MFpfOHBuT2t3REdMSlZsT2o0QXpEQWo1Mkk2NnlzUFA5c2Z0ZUNfYXQ2TExEWmNBM0Q1UXZPcG5LcWVEd1MtY2xsWXFoRzNwOHRvd05HcDh0Z1lWWHpVNmhVYk9RYkk0eWhGT250SzZ6WDVnempiMFl30gGrAUFVX3lxTE9rVE5neG9TNzVwb1pVSE4tT2hzSEhaTzFKd1dBcy1DU0VqNlVRdXhWR1gwUDJWb0k5YVl5QXRTbXRkNE5rcWhzcmxBdl9sVFpJQkxDdnlmdklhdWtDZjUwUE5TOEJCUm9CNUwwSXFXN1cxUmRZbmhNNDB3V3RNUmh5YTY3Mk1wblNIRFYxTEM4N2xVRmZHVEI5aTZQbS1JdGNZOFVKblZLelZjSQ?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
ex-baltimore health official leana wen sparks uproar calling for bird flu vaccine,Daily Mail,2024-12-30 18:15:56+00:00,https://news.google.com/read/CBMivwFBVV95cUxPa2lnbVl2R0Iwdy0tLU1LU2piM1N0ZmVreW1rU2tXNEdtT241dHdoUG9Rc0ZoQTNhaXZqZTBYZFVNdjlZbXc3MDFnaXJqdExYdlRPRVJTbUtEWTd0V0pER2VnZlZmbDRPa2pMNmp6Vk9nTGpSSzJJRW81N09WM1RuenR1a3VoMEt2RWU0ZjVmTzZtV29SU2VyTzB1d3AxSmpYNzVMWlBqa240cDQ1RUJ6UlZiaE5SUU5vUURKOUlTTdIBxAFBVV95cUxOdjhNdDhsWHI2SGM0blhxcEE0NV9hN1hRWGlNTGQya2FmRnd5RzU1OEFmX3VSMW03SmRpc1UwbHJQcFQtSGJWNDhQdnBwTmY4YkxPOXdCa2RBUTB0WnhrUm00WEh4MXRmMFdJbEdKVzg1LTU1NG9xa0I4bEMxeDJGQ3V0U0JSODhYUHJnb2k3VEpwNkZCTmZFZlBTRHlqUGZmTUxHdS1Ka2w2bjFLWjBkV09uaEtQajE4X2Ytbmg3cldKay1C?hl=en-US&gl=US&ceid=US%3Aen,Health,Conservative
polio vaccines are coming to children in gaza. what road awaits them?,CNN,2024-08-26 22:56:00+00:00,https://news.google.com/read/CBMidkFVX3lxTE1GY0prbUdlc1hTUGJCQmc2OUlySXFXOU5mMnBfUlJDWXZ0VDNUd2RvTXc2UDVuNFJDRElJdjdnX05Cd1JDbjhyUDRfNFJDZ1VEcTNWUHRyTHJmZ1JXWHFNT0duZEFMSlY1MWZ1VndCUHZnTFNoUkHSAWxBVV95cUxQRUhTZE1rUlk0a1VHS3ZReHFMZ1dyMHotRTVtM0JORFdrZHR4bnFfRHVWSjJDV29zWkgtblRvSnZzcXhjTXBzTFdFbTQ1bVN0ZldRNmpzRWIzZW1xUmpYZ2lJMG9icVVoV2tzb2Y?hl=en-US&gl=US&ceid=US%3Aen,Worldwide,Liberal
middle east crisis gaza prepares to launch mass polio vaccination campaign,New York Times,2024-08-27 15:28:00+00:00,https://news.google.com/read/CBMidkFVX3lxTE03S0IyaFdhZGpXVU16NEhGSWVUN2pZUzFmOUNYZXcwOWx5X2dNdTRNM0k0VE45ZmZMSlluQmFxQmlFY3dSX2x3M1I1eWhVUG9Qd1RDQUFPa3ZCR29nRlhHcHBzXzdQLTZ3aWNubnJuN3drV2FGdEE?hl=en-US&gl=US&ceid=US%3Aen,Worldwide,Liberal
"gaza polio vaccine rollout hindered by israeli evacuation orders, says un",The Guardian,2024-08-27 16:58:22+00:00,https://news.google.com/read/CBMixAFBVV95cUxPcVFEbTlaSmtCWGJKYWk0Wk9BWW1vc0ZOUU1BaEtZVGJXSW1UbHZxTFJINVFRWEo0cGg0OWNickNaWmRKZU5pTE5ERXBRV2Y0M3ZVZldvTVRUeVFidjdyU2Q0N0kyMF8wZkFFRm5FQVVQYUItRGdFa0JSanFFSXIwQkpDaHIzVWRseHZMUzVjdUFQNzFtd1FCbkcwTkNyZ0F5U3JSWDRWOWFIYjVZTXVMaWg4bmJzTG5tcW1heGlYQlU1Mm95?hl=en-US&gl=US&ceid=US%3Aen,Worldwide,Liberal
"polio vaccines are coming to gaza, but for this baby boy, its first case in 25 years, they’re too late",CNN,2024-08-28 22:37:00+00:00,https://news.google.com/read/CBMioAFBVV95cUxPV1kySHFqSnNlVHVoVVJkcU01UU9uamhZWjdIYnB5S1VPVExhTTlsZnMwUkQ5NHdBVG8zM0prWkRZb0lMTnNoZ3kwMzhITU9aTU5kRzA5QVR3WDc0M3UyWEtCdDBCaXRJdU9wMzZXSnNPMk16aWh6MTFWRkF6VEFrSDRWUnltdGdoNWxjS0tTR21nSlAwOEhUMVdYN2pTem5N?hl=en-US&gl=US&ceid=US%3Aen,Worldwide,Liberal
"in race against polio, gaza begins vaccination drive",New York Times,2024-09-01 04:01:43+00:00,https://news.google.com/read/CBMigAFBVV95cUxNNDFQYlhld1lDRHR0clVXWGhvUFR4WTFFZklCU1ZQNHJxUDNsTTdxMGRrSGdCVTd2Wm0xYzJ1Y0ZDWmV2VWVPNklOV0pfQjExOGNVa2MzSnU3a0ZCTlh4TTg3eUZ5MHhyTVRKSEZndlNlbGV6ZEFMVjdIUjA1dUpUcg?hl=en-US&gl=US&ceid=US%3Aen,Worldwide,Liberal
